"fdc_id","food_code","wweia_category_code","start_date","end_date"
"783375","27450130","3006","2015-01-01","2016-12-31"
"783376","27450150","3006","2015-01-01","2016-12-31"
"783377","27450180","3006","2015-01-01","2016-12-31"
"783378","27450190","3006","2015-01-01","2016-12-31"
"783379","27450200","3006","2015-01-01","2016-12-31"
"783380","27450210","3006","2015-01-01","2016-12-31"
"783381","27450250","3006","2015-01-01","2016-12-31"
"783382","27450310","3006","2015-01-01","2016-12-31"
"783383","27450400","3006","2015-01-01","2016-12-31"
"783384","27450405","3006","2015-01-01","2016-12-31"
"783385","27450410","3404","2015-01-01","2016-12-31"
"783386","27450420","3404","2015-01-01","2016-12-31"
"783387","27450430","3006","2015-01-01","2016-12-31"
"783388","27450450","3006","2015-01-01","2016-12-31"
"783389","27450470","3404","2015-01-01","2016-12-31"
"783390","27450510","3006","2015-01-01","2016-12-31"
"783391","27450600","3404","2015-01-01","2016-12-31"
"783392","27450610","3404","2015-01-01","2016-12-31"
"783393","27450650","3006","2015-01-01","2016-12-31"
"783394","27450660","3006","2015-01-01","2016-12-31"
"783395","27450700","3006","2015-01-01","2016-12-31"
"783396","27450710","3006","2015-01-01","2016-12-31"
"783397","27450740","3404","2015-01-01","2016-12-31"
"783398","27450750","3404","2015-01-01","2016-12-31"
"783399","27450760","3006","2015-01-01","2016-12-31"
"783400","27451010","3006","2015-01-01","2016-12-31"
"783401","27451030","3006","2015-01-01","2016-12-31"
"783402","27451060","3006","2015-01-01","2016-12-31"
"783403","27451070","3006","2015-01-01","2016-12-31"
"783404","27460010","3402","2015-01-01","2016-12-31"
"783405","27460100","3006","2015-01-01","2016-12-31"
"783406","27460490","3002","2015-01-01","2016-12-31"
"783407","27460510","3002","2015-01-01","2016-12-31"
"783408","27460710","3004","2015-01-01","2016-12-31"
"783409","27460750","3002","2015-01-01","2016-12-31"
"783410","27462000","3002","2015-01-01","2016-12-31"
"783411","27463000","3004","2015-01-01","2016-12-31"
"783412","27464000","3006","2015-01-01","2016-12-31"
"783413","27500050","3708","2015-01-01","2016-12-31"
"783414","27500100","3708","2015-01-01","2016-12-31"
"783415","27500200","3708","2015-01-01","2016-12-31"
"783416","27500300","3708","2015-01-01","2016-12-31"
"783417","27510000","3708","2015-01-01","2016-12-31"
"783418","27510110","3708","2015-01-01","2016-12-31"
"783419","27510130","3708","2015-01-01","2016-12-31"
"783420","27510140","3702","2015-01-01","2016-12-31"
"783421","27510145","3702","2015-01-01","2016-12-31"
"783422","27510150","3702","2015-01-01","2016-12-31"
"783423","27510155","3702","2015-01-01","2016-12-31"
"783424","27510160","3702","2015-01-01","2016-12-31"
"783425","27510165","3702","2015-01-01","2016-12-31"
"783426","27510170","3702","2015-01-01","2016-12-31"
"783427","27510171","3702","2015-01-01","2016-12-31"
"783428","27510172","3702","2015-01-01","2016-12-31"
"783429","27510173","3702","2015-01-01","2016-12-31"
"783430","27510174","3702","2015-01-01","2016-12-31"
"783431","27510175","3702","2015-01-01","2016-12-31"
"783432","27510190","3702","2015-01-01","2016-12-31"
"783433","27510195","3702","2015-01-01","2016-12-31"
"783434","27510196","3702","2015-01-01","2016-12-31"
"783435","27510205","3702","2015-01-01","2016-12-31"
"783436","27510206","3702","2015-01-01","2016-12-31"
"783437","27510207","3702","2015-01-01","2016-12-31"
"783438","27510215","3702","2015-01-01","2016-12-31"
"783439","27510225","3702","2015-01-01","2016-12-31"
"783440","27510231","3702","2015-01-01","2016-12-31"
"783441","27510232","3702","2015-01-01","2016-12-31"
"783442","27510233","3702","2015-01-01","2016-12-31"
"783443","27510235","3702","2015-01-01","2016-12-31"
"783444","27510241","3702","2015-01-01","2016-12-31"
"783445","27510242","3702","2015-01-01","2016-12-31"
"783446","27510243","3702","2015-01-01","2016-12-31"
"783447","27510251","3702","2015-01-01","2016-12-31"
"783448","27510252","3702","2015-01-01","2016-12-31"
"783449","27510253","3702","2015-01-01","2016-12-31"
"783450","27510261","3702","2015-01-01","2016-12-31"
"783451","27510266","3702","2015-01-01","2016-12-31"
"783452","27510276","3702","2015-01-01","2016-12-31"
"783453","27510281","3702","2015-01-01","2016-12-31"
"783454","27510305","3702","2015-01-01","2016-12-31"
"783455","27510312","3702","2015-01-01","2016-12-31"
"783456","27510331","3702","2015-01-01","2016-12-31"
"783457","27510341","3702","2015-01-01","2016-12-31"
"783458","27510342","3702","2015-01-01","2016-12-31"
"783459","27510343","3702","2015-01-01","2016-12-31"
"783460","27510346","3702","2015-01-01","2016-12-31"
"783461","27510371","3702","2015-01-01","2016-12-31"
"783462","27510376","3702","2015-01-01","2016-12-31"
"783463","27510386","3702","2015-01-01","2016-12-31"
"783464","27510387","3702","2015-01-01","2016-12-31"
"783465","27510388","3702","2015-01-01","2016-12-31"
"783466","27510389","3702","2015-01-01","2016-12-31"
"783467","27510391","3702","2015-01-01","2016-12-31"
"783468","27510401","3702","2015-01-01","2016-12-31"
"783469","27510406","3702","2015-01-01","2016-12-31"
"783470","27510412","3702","2015-01-01","2016-12-31"
"783471","27510413","3702","2015-01-01","2016-12-31"
"783472","27510431","3702","2015-01-01","2016-12-31"
"783473","27510446","3702","2015-01-01","2016-12-31"
"783474","27510451","3702","2015-01-01","2016-12-31"
"783475","27510465","3702","2015-01-01","2016-12-31"
"783476","27510475","3702","2015-01-01","2016-12-31"
"783477","27510486","3702","2015-01-01","2016-12-31"
"783478","27510501","3702","2015-01-01","2016-12-31"
"783479","27510506","3702","2015-01-01","2016-12-31"
"783480","27510511","3702","2015-01-01","2016-12-31"
"783481","27510521","3702","2015-01-01","2016-12-31"
"783482","27510531","3702","2015-01-01","2016-12-31"
"783483","27510536","3702","2015-01-01","2016-12-31"
"783484","27510551","3702","2015-01-01","2016-12-31"
"783485","27510552","3702","2015-01-01","2016-12-31"
"783486","27510553","3702","2015-01-01","2016-12-31"
"783487","27510555","3702","2015-01-01","2016-12-31"
"783488","27510565","3702","2015-01-01","2016-12-31"
"783489","27510575","3702","2015-01-01","2016-12-31"
"783490","27510576","3702","2015-01-01","2016-12-31"
"783491","27510577","3702","2015-01-01","2016-12-31"
"783492","27510585","3702","2015-01-01","2016-12-31"
"783493","27510587","3702","2015-01-01","2016-12-31"
"783494","27510601","3702","2015-01-01","2016-12-31"
"783495","27510606","3702","2015-01-01","2016-12-31"
"783496","27510615","3702","2015-01-01","2016-12-31"
"783497","27510616","3702","2015-01-01","2016-12-31"
"783498","27510631","3702","2015-01-01","2016-12-31"
"783499","27510632","3702","2015-01-01","2016-12-31"
"783500","27510633","3702","2015-01-01","2016-12-31"
"783501","27510641","3702","2015-01-01","2016-12-31"
"783502","27510642","3702","2015-01-01","2016-12-31"
"783503","27510643","3702","2015-01-01","2016-12-31"
"783504","27510661","3702","2015-01-01","2016-12-31"
"783505","27510667","3702","2015-01-01","2016-12-31"
"783506","27510671","3702","2015-01-01","2016-12-31"
"783507","27510676","3702","2015-01-01","2016-12-31"
"783508","27510681","3702","2015-01-01","2016-12-31"
"783509","27510682","3702","2015-01-01","2016-12-31"
"783510","27510700","3708","2015-01-01","2016-12-31"
"783511","27510705","3702","2015-01-01","2016-12-31"
"783512","27510910","3708","2015-01-01","2016-12-31"
"783513","27510950","3708","2015-01-01","2016-12-31"
"783514","27511010","3708","2015-01-01","2016-12-31"
"783515","27513010","3708","2015-01-01","2016-12-31"
"783516","27513020","3708","2015-01-01","2016-12-31"
"783517","27513040","3708","2015-01-01","2016-12-31"
"783518","27513041","3708","2015-01-01","2016-12-31"
"783519","27513050","3708","2015-01-01","2016-12-31"
"783520","27513060","3708","2015-01-01","2016-12-31"
"783521","27513070","3708","2015-01-01","2016-12-31"
"783522","27515000","3708","2015-01-01","2016-12-31"
"783523","27515010","3708","2015-01-01","2016-12-31"
"783524","27515020","3708","2015-01-01","2016-12-31"
"783525","27515030","3708","2015-01-01","2016-12-31"
"783526","27515040","3708","2015-01-01","2016-12-31"
"783527","27515050","3708","2015-01-01","2016-12-31"
"783528","27515070","3708","2015-01-01","2016-12-31"
"783529","27515080","3708","2015-01-01","2016-12-31"
"783530","27516010","3708","2015-01-01","2016-12-31"
"783531","27517000","3702","2015-01-01","2016-12-31"
"783532","27520110","3708","2015-01-01","2016-12-31"
"783533","27520120","3708","2015-01-01","2016-12-31"
"783534","27520135","3704","2015-01-01","2016-12-31"
"783535","27520140","3706","2015-01-01","2016-12-31"
"783536","27520150","3708","2015-01-01","2016-12-31"
"783537","27520155","3708","2015-01-01","2016-12-31"
"783538","27520156","3708","2015-01-01","2016-12-31"
"783539","27520160","3704","2015-01-01","2016-12-31"
"783540","27520165","3704","2015-01-01","2016-12-31"
"783541","27520166","3704","2015-01-01","2016-12-31"
"783542","27520170","3706","2015-01-01","2016-12-31"
"783543","27520250","3706","2015-01-01","2016-12-31"
"783544","27520300","3708","2015-01-01","2016-12-31"
"783545","27520310","3708","2015-01-01","2016-12-31"
"783546","27520320","3708","2015-01-01","2016-12-31"
"783547","27520330","3706","2015-01-01","2016-12-31"
"783548","27520340","3708","2015-01-01","2016-12-31"
"783549","27520350","3708","2015-01-01","2016-12-31"
"783550","27520360","3708","2015-01-01","2016-12-31"
"783551","27520370","3708","2015-01-01","2016-12-31"
"783552","27520380","3706","2015-01-01","2016-12-31"
"783553","27520390","3708","2015-01-01","2016-12-31"
"783554","27520410","3708","2015-01-01","2016-12-31"
"783555","27520420","3708","2015-01-01","2016-12-31"
"783556","27520500","3708","2015-01-01","2016-12-31"
"783557","27520510","3708","2015-01-01","2016-12-31"
"783558","27520520","3708","2015-01-01","2016-12-31"
"783559","27520530","3708","2015-01-01","2016-12-31"
"783560","27520540","3708","2015-01-01","2016-12-31"
"783561","27540110","3704","2015-01-01","2016-12-31"
"783562","27540111","3704","2015-01-01","2016-12-31"
"783563","27540120","3704","2015-01-01","2016-12-31"
"783564","27540130","3704","2015-01-01","2016-12-31"
"783565","27540140","3704","2015-01-01","2016-12-31"
"783566","27540145","3704","2015-01-01","2016-12-31"
"783567","27540150","3704","2015-01-01","2016-12-31"
"783568","27540151","3704","2015-01-01","2016-12-31"
"783569","27540170","3704","2015-01-01","2016-12-31"
"783570","27540180","3704","2015-01-01","2016-12-31"
"783571","27540190","3704","2015-01-01","2016-12-31"
"783572","27540200","3704","2015-01-01","2016-12-31"
"783573","27540210","3704","2015-01-01","2016-12-31"
"783574","27540230","3704","2015-01-01","2016-12-31"
"783575","27540235","3704","2015-01-01","2016-12-31"
"783576","27540240","3704","2015-01-01","2016-12-31"
"783577","27540250","3704","2015-01-01","2016-12-31"
"783578","27540260","3704","2015-01-01","2016-12-31"
"783579","27540270","3704","2015-01-01","2016-12-31"
"783580","27540280","3704","2015-01-01","2016-12-31"
"783581","27540285","3704","2015-01-01","2016-12-31"
"783582","27540290","3704","2015-01-01","2016-12-31"
"783583","27540291","3704","2015-01-01","2016-12-31"
"783584","27540295","3704","2015-01-01","2016-12-31"
"783585","27540296","3704","2015-01-01","2016-12-31"
"783586","27540300","3704","2015-01-01","2016-12-31"
"783587","27540310","3704","2015-01-01","2016-12-31"
"783588","27540320","3704","2015-01-01","2016-12-31"
"783589","27540330","3704","2015-01-01","2016-12-31"
"783590","27540350","3704","2015-01-01","2016-12-31"
"783591","27540360","3704","2015-01-01","2016-12-31"
"783592","27540361","3704","2015-01-01","2016-12-31"
"783593","27541000","3708","2015-01-01","2016-12-31"
"783594","27541001","3708","2015-01-01","2016-12-31"
"783595","27545000","3702","2015-01-01","2016-12-31"
"783596","27545010","3702","2015-01-01","2016-12-31"
"783597","27545100","3702","2015-01-01","2016-12-31"
"783598","27545110","3702","2015-01-01","2016-12-31"
"783599","27545200","3702","2015-01-01","2016-12-31"
"783600","27545210","3702","2015-01-01","2016-12-31"
"783601","27545220","3702","2015-01-01","2016-12-31"
"783602","27550000","3708","2015-01-01","2016-12-31"
"783603","27550100","3708","2015-01-01","2016-12-31"
"783604","27550110","3708","2015-01-01","2016-12-31"
"783605","27550510","3708","2015-01-01","2016-12-31"
"783606","27550710","3708","2015-01-01","2016-12-31"
"783607","27550720","3708","2015-01-01","2016-12-31"
"783608","27550730","3708","2015-01-01","2016-12-31"
"783609","27550750","3708","2015-01-01","2016-12-31"
"783610","27550751","3708","2015-01-01","2016-12-31"
"783611","27560000","3708","2015-01-01","2016-12-31"
"783612","27560110","3708","2015-01-01","2016-12-31"
"783613","27560120","3708","2015-01-01","2016-12-31"
"783614","27560300","3703","2015-01-01","2016-12-31"
"783615","27560350","3703","2015-01-01","2016-12-31"
"783616","27560410","3708","2015-01-01","2016-12-31"
"783617","27560500","3708","2015-01-01","2016-12-31"
"783618","27560510","3708","2015-01-01","2016-12-31"
"783619","27560650","3706","2015-01-01","2016-12-31"
"783620","27560660","3706","2015-01-01","2016-12-31"
"783621","27560670","3706","2015-01-01","2016-12-31"
"783622","27560705","3002","2015-01-01","2016-12-31"
"783623","27560710","3706","2015-01-01","2016-12-31"
"783624","27560720","3708","2015-01-01","2016-12-31"
"783625","27560910","3708","2015-01-01","2016-12-31"
"783626","27563010","3708","2015-01-01","2016-12-31"
"783627","27564000","3703","2015-01-01","2016-12-31"
"783628","27564001","3703","2015-01-01","2016-12-31"
"783629","27564002","3703","2015-01-01","2016-12-31"
"783630","27564003","3703","2015-01-01","2016-12-31"
"783631","27564004","3703","2015-01-01","2016-12-31"
"783632","27564010","3703","2015-01-01","2016-12-31"
"783633","27564020","3703","2015-01-01","2016-12-31"
"783634","27564030","3703","2015-01-01","2016-12-31"
"783635","27564040","3703","2015-01-01","2016-12-31"
"783636","27564050","3703","2015-01-01","2016-12-31"
"783637","27564060","3703","2015-01-01","2016-12-31"
"783638","27564061","3703","2015-01-01","2016-12-31"
"783639","27564062","3703","2015-01-01","2016-12-31"
"783640","27564063","3703","2015-01-01","2016-12-31"
"783641","27564064","3703","2015-01-01","2016-12-31"
"783642","27564070","3703","2015-01-01","2016-12-31"
"783643","27564080","3703","2015-01-01","2016-12-31"
"783644","27564090","3703","2015-01-01","2016-12-31"
"783645","27564100","3703","2015-01-01","2016-12-31"
"783646","27564110","3703","2015-01-01","2016-12-31"
"783647","27564120","3703","2015-01-01","2016-12-31"
"783648","27564121","3703","2015-01-01","2016-12-31"
"783649","27564122","3703","2015-01-01","2016-12-31"
"783650","27564123","3703","2015-01-01","2016-12-31"
"783651","27564124","3703","2015-01-01","2016-12-31"
"783652","27564130","3703","2015-01-01","2016-12-31"
"783653","27564140","3703","2015-01-01","2016-12-31"
"783654","27564150","3703","2015-01-01","2016-12-31"
"783655","27564160","3703","2015-01-01","2016-12-31"
"783656","27564170","3703","2015-01-01","2016-12-31"
"783657","27564180","3703","2015-01-01","2016-12-31"
"783658","27564181","3703","2015-01-01","2016-12-31"
"783659","27564182","3703","2015-01-01","2016-12-31"
"783660","27564183","3703","2015-01-01","2016-12-31"
"783661","27564184","3703","2015-01-01","2016-12-31"
"783662","27564190","3703","2015-01-01","2016-12-31"
"783663","27564200","3703","2015-01-01","2016-12-31"
"783664","27564210","3703","2015-01-01","2016-12-31"
"783665","27564220","3703","2015-01-01","2016-12-31"
"783666","27564230","3703","2015-01-01","2016-12-31"
"783667","27564240","3703","2015-01-01","2016-12-31"
"783668","27564241","3703","2015-01-01","2016-12-31"
"783669","27564242","3703","2015-01-01","2016-12-31"
"783670","27564243","3703","2015-01-01","2016-12-31"
"783671","27564244","3703","2015-01-01","2016-12-31"
"783672","27564250","3703","2015-01-01","2016-12-31"
"783673","27564260","3703","2015-01-01","2016-12-31"
"783674","27564270","3703","2015-01-01","2016-12-31"
"783675","27564280","3703","2015-01-01","2016-12-31"
"783676","27564290","3703","2015-01-01","2016-12-31"
"783677","27564300","3703","2015-01-01","2016-12-31"
"783678","27564301","3703","2015-01-01","2016-12-31"
"783679","27564302","3703","2015-01-01","2016-12-31"
"783680","27564303","3703","2015-01-01","2016-12-31"
"783681","27564304","3703","2015-01-01","2016-12-31"
"783682","27564310","3703","2015-01-01","2016-12-31"
"783683","27564320","3703","2015-01-01","2016-12-31"
"783684","27564330","3703","2015-01-01","2016-12-31"
"783685","27564340","3703","2015-01-01","2016-12-31"
"783686","27564350","3703","2015-01-01","2016-12-31"
"783687","27564360","3703","2015-01-01","2016-12-31"
"783688","27564361","3703","2015-01-01","2016-12-31"
"783689","27564362","3703","2015-01-01","2016-12-31"
"783690","27564363","3703","2015-01-01","2016-12-31"
"783691","27564364","3703","2015-01-01","2016-12-31"
"783692","27564370","3703","2015-01-01","2016-12-31"
"783693","27564380","3703","2015-01-01","2016-12-31"
"783694","27564390","3703","2015-01-01","2016-12-31"
"783695","27564400","3703","2015-01-01","2016-12-31"
"783696","27564410","3703","2015-01-01","2016-12-31"
"783697","27564420","3703","2015-01-01","2016-12-31"
"783698","27564430","3703","2015-01-01","2016-12-31"
"783699","27564440","3703","2015-01-01","2016-12-31"
"783700","27564441","3703","2015-01-01","2016-12-31"
"783701","27564442","3703","2015-01-01","2016-12-31"
"783702","27564443","3703","2015-01-01","2016-12-31"
"783703","27564444","3703","2015-01-01","2016-12-31"
"783704","27564450","3703","2015-01-01","2016-12-31"
"783705","27564460","3703","2015-01-01","2016-12-31"
"783706","27564470","3703","2015-01-01","2016-12-31"
"783707","27564480","3703","2015-01-01","2016-12-31"
"783708","27564490","3703","2015-01-01","2016-12-31"
"783709","27564500","3703","2015-01-01","2016-12-31"
"783710","27564501","3703","2015-01-01","2016-12-31"
"783711","27564502","3703","2015-01-01","2016-12-31"
"783712","27564503","3703","2015-01-01","2016-12-31"
"783713","27564504","3703","2015-01-01","2016-12-31"
"783714","27564510","3703","2015-01-01","2016-12-31"
"783715","27564520","3703","2015-01-01","2016-12-31"
"783716","27564530","3703","2015-01-01","2016-12-31"
"783717","27564540","3703","2015-01-01","2016-12-31"
"783718","27564550","3703","2015-01-01","2016-12-31"
"783719","27564560","3703","2015-01-01","2016-12-31"
"783720","27564570","3703","2015-01-01","2016-12-31"
"783721","27570310","3708","2015-01-01","2016-12-31"
"783722","27601000","9008","2015-01-01","2016-12-31"
"783723","27610100","9008","2015-01-01","2016-12-31"
"783724","27610110","9008","2015-01-01","2016-12-31"
"783725","27610120","9008","2015-01-01","2016-12-31"
"783726","27610710","9008","2015-01-01","2016-12-31"
"783727","27610730","9008","2015-01-01","2016-12-31"
"783728","27640050","9008","2015-01-01","2016-12-31"
"783729","27640100","9008","2015-01-01","2016-12-31"
"783730","27640110","9008","2015-01-01","2016-12-31"
"783731","27640120","9008","2015-01-01","2016-12-31"
"783732","27640810","9008","2015-01-01","2016-12-31"
"783733","27641000","9008","2015-01-01","2016-12-31"
"783734","27642100","9008","2015-01-01","2016-12-31"
"783735","27642110","9008","2015-01-01","2016-12-31"
"783736","27642120","9008","2015-01-01","2016-12-31"
"783737","27642130","9008","2015-01-01","2016-12-31"
"783738","27644110","9008","2015-01-01","2016-12-31"
"783739","28101000","3002","2015-01-01","2016-12-31"
"783740","28110000","3002","2015-01-01","2016-12-31"
"783741","28110150","3002","2015-01-01","2016-12-31"
"783742","28110220","3002","2015-01-01","2016-12-31"
"783743","28110250","3002","2015-01-01","2016-12-31"
"783744","28110270","3002","2015-01-01","2016-12-31"
"783745","28110300","3002","2015-01-01","2016-12-31"
"783746","28110310","3002","2015-01-01","2016-12-31"
"783747","28110330","3002","2015-01-01","2016-12-31"
"783748","28110340","3002","2015-01-01","2016-12-31"
"783749","28110350","3002","2015-01-01","2016-12-31"
"783750","28110370","3002","2015-01-01","2016-12-31"
"783751","28110380","3002","2015-01-01","2016-12-31"
"783752","28110390","3002","2015-01-01","2016-12-31"
"783753","28110510","3002","2015-01-01","2016-12-31"
"783754","28110620","3002","2015-01-01","2016-12-31"
"783755","28110640","3002","2015-01-01","2016-12-31"
"783756","28110660","3002","2015-01-01","2016-12-31"
"783757","28113110","3002","2015-01-01","2016-12-31"
"783758","28113140","3002","2015-01-01","2016-12-31"
"783759","28130000","3002","2015-01-01","2016-12-31"
"783760","28133110","3002","2015-01-01","2016-12-31"
"783761","28133340","3002","2015-01-01","2016-12-31"
"783762","28140100","3004","2015-01-01","2016-12-31"
"783763","28140150","3004","2015-01-01","2016-12-31"
"783764","28140250","3004","2015-01-01","2016-12-31"
"783765","28140320","3004","2015-01-01","2016-12-31"
"783766","28140710","3004","2015-01-01","2016-12-31"
"783767","28140720","3004","2015-01-01","2016-12-31"
"783768","28140730","3004","2015-01-01","2016-12-31"
"783769","28140740","3004","2015-01-01","2016-12-31"
"783770","28140810","3004","2015-01-01","2016-12-31"
"783771","28141010","3004","2015-01-01","2016-12-31"
"783772","28141050","3004","2015-01-01","2016-12-31"
"783773","28141201","3404","2015-01-01","2016-12-31"
"783774","28141250","3004","2015-01-01","2016-12-31"
"783775","28141600","3004","2015-01-01","2016-12-31"
"783776","28141610","3004","2015-01-01","2016-12-31"
"783777","28141650","3004","2015-01-01","2016-12-31"
"783778","28143020","3004","2015-01-01","2016-12-31"
"783779","28143040","3402","2015-01-01","2016-12-31"
"783780","28143080","3004","2015-01-01","2016-12-31"
"783781","28143110","3004","2015-01-01","2016-12-31"
"783782","28143130","3004","2015-01-01","2016-12-31"
"783783","28143150","3004","2015-01-01","2016-12-31"
"783784","28143170","3004","2015-01-01","2016-12-31"
"783785","28143180","3004","2015-01-01","2016-12-31"
"783786","28143190","3004","2015-01-01","2016-12-31"
"783787","28143200","3404","2015-01-01","2016-12-31"
"783788","28143210","3404","2015-01-01","2016-12-31"
"783789","28144100","3004","2015-01-01","2016-12-31"
"783790","28145000","3004","2015-01-01","2016-12-31"
"783791","28145100","3004","2015-01-01","2016-12-31"
"783792","28145110","3004","2015-01-01","2016-12-31"
"783793","28145210","3004","2015-01-01","2016-12-31"
"783794","28145610","3004","2015-01-01","2016-12-31"
"783795","28145710","3004","2015-01-01","2016-12-31"
"783796","28150210","3006","2015-01-01","2016-12-31"
"783797","28150220","3006","2015-01-01","2016-12-31"
"783798","28150510","3006","2015-01-01","2016-12-31"
"783799","28153010","3006","2015-01-01","2016-12-31"
"783800","28154010","3006","2015-01-01","2016-12-31"
"783801","28160300","3002","2015-01-01","2016-12-31"
"783802","28160310","3002","2015-01-01","2016-12-31"
"783803","28160650","6422","2015-01-01","2016-12-31"
"783804","28160710","3002","2015-01-01","2016-12-31"
"783805","28310110","3802","2015-01-01","2016-12-31"
"783806","28310150","3802","2015-01-01","2016-12-31"
"783807","28310160","3802","2015-01-01","2016-12-31"
"783808","28310170","3802","2015-01-01","2016-12-31"
"783809","28310230","3802","2015-01-01","2016-12-31"
"783810","28310320","3802","2015-01-01","2016-12-31"
"783811","28310330","3802","2015-01-01","2016-12-31"
"783812","28310420","3802","2015-01-01","2016-12-31"
"783813","28311010","3802","2015-01-01","2016-12-31"
"783814","28311020","3802","2015-01-01","2016-12-31"
"783815","28311030","3802","2015-01-01","2016-12-31"
"783816","28315050","3802","2015-01-01","2016-12-31"
"783817","28315140","3802","2015-01-01","2016-12-31"
"783818","28315150","3802","2015-01-01","2016-12-31"
"783819","28315160","3802","2015-01-01","2016-12-31"
"783820","28317010","3802","2015-01-01","2016-12-31"
"783821","28320130","3802","2015-01-01","2016-12-31"
"783822","28320140","3802","2015-01-01","2016-12-31"
"783823","28320160","3802","2015-01-01","2016-12-31"
"783824","28320300","3802","2015-01-01","2016-12-31"
"783825","28321130","3802","2015-01-01","2016-12-31"
"783826","28331110","3802","2015-01-01","2016-12-31"
"783827","28340110","3802","2015-01-01","2016-12-31"
"783828","28340120","3802","2015-01-01","2016-12-31"
"783829","28340130","3802","2015-01-01","2016-12-31"
"783830","28340150","3802","2015-01-01","2016-12-31"
"783831","28340179","3802","2015-01-01","2016-12-31"
"783832","28340180","3802","2015-01-01","2016-12-31"
"783833","28340210","3802","2015-01-01","2016-12-31"
"783834","28340220","3802","2015-01-01","2016-12-31"
"783835","28340310","3802","2015-01-01","2016-12-31"
"783836","28340510","3802","2015-01-01","2016-12-31"
"783837","28340550","3802","2015-01-01","2016-12-31"
"783838","28340580","3802","2015-01-01","2016-12-31"
"783839","28340590","3802","2015-01-01","2016-12-31"
"783840","28340600","3802","2015-01-01","2016-12-31"
"783841","28340610","3802","2015-01-01","2016-12-31"
"783842","28340630","3802","2015-01-01","2016-12-31"
"783843","28340640","3802","2015-01-01","2016-12-31"
"783844","28340660","3802","2015-01-01","2016-12-31"
"783845","28340670","3802","2015-01-01","2016-12-31"
"783846","28340680","3802","2015-01-01","2016-12-31"
"783847","28340690","3802","2015-01-01","2016-12-31"
"783848","28340700","3802","2015-01-01","2016-12-31"
"783849","28340750","3802","2015-01-01","2016-12-31"
"783850","28340800","3802","2015-01-01","2016-12-31"
"783851","28345010","3802","2015-01-01","2016-12-31"
"783852","28345020","3802","2015-01-01","2016-12-31"
"783853","28345030","3802","2015-01-01","2016-12-31"
"783854","28345110","3802","2015-01-01","2016-12-31"
"783855","28345120","3802","2015-01-01","2016-12-31"
"783856","28345130","3802","2015-01-01","2016-12-31"
"783857","28345160","3802","2015-01-01","2016-12-31"
"783858","28345170","3802","2015-01-01","2016-12-31"
"783859","28350040","3802","2015-01-01","2016-12-31"
"783860","28350050","3802","2015-01-01","2016-12-31"
"783861","28350110","3802","2015-01-01","2016-12-31"
"783862","28350120","3802","2015-01-01","2016-12-31"
"783863","28350210","3802","2015-01-01","2016-12-31"
"783864","28350220","3802","2015-01-01","2016-12-31"
"783865","28350310","3802","2015-01-01","2016-12-31"
"783866","28351110","3802","2015-01-01","2016-12-31"
"783867","28351120","3802","2015-01-01","2016-12-31"
"783868","28351160","3802","2015-01-01","2016-12-31"
"783869","28351170","3802","2015-01-01","2016-12-31"
"783870","28355110","3802","2015-01-01","2016-12-31"
"783871","28355120","3802","2015-01-01","2016-12-31"
"783872","28355130","3802","2015-01-01","2016-12-31"
"783873","28355140","3802","2015-01-01","2016-12-31"
"783874","28355210","3802","2015-01-01","2016-12-31"
"783875","28355250","3802","2015-01-01","2016-12-31"
"783876","28355260","3006","2015-01-01","2016-12-31"
"783877","28355310","3802","2015-01-01","2016-12-31"
"783878","28355350","3802","2015-01-01","2016-12-31"
"783879","28355410","3802","2015-01-01","2016-12-31"
"783880","28355420","3802","2015-01-01","2016-12-31"
"783881","28355430","3802","2015-01-01","2016-12-31"
"783882","28355440","3006","2015-01-01","2016-12-31"
"783883","28355450","3802","2015-01-01","2016-12-31"
"783884","28355460","3802","2015-01-01","2016-12-31"
"783885","28355470","3802","2015-01-01","2016-12-31"
"783886","28355480","3802","2015-01-01","2016-12-31"
"783887","28360100","3802","2015-01-01","2016-12-31"
"783888","28360210","3802","2015-01-01","2016-12-31"
"783889","28500000","8412","2015-01-01","2016-12-31"
"783890","28500010","8412","2015-01-01","2016-12-31"
"783891","28500020","8412","2015-01-01","2016-12-31"
"783892","28500030","8412","2015-01-01","2016-12-31"
"783893","28500040","8412","2015-01-01","2016-12-31"
"783894","28500050","8412","2015-01-01","2016-12-31"
"783895","28500060","8412","2015-01-01","2016-12-31"
"783896","28500070","8412","2015-01-01","2016-12-31"
"783897","28500080","8412","2015-01-01","2016-12-31"
"783898","28500100","8412","2015-01-01","2016-12-31"
"783899","28500150","8412","2015-01-01","2016-12-31"
"783900","28501010","8412","2015-01-01","2016-12-31"
"783901","28501110","8412","2015-01-01","2016-12-31"
"783902","28510010","8412","2015-01-01","2016-12-31"
"783903","28510020","8412","2015-01-01","2016-12-31"
"783904","28510030","8412","2015-01-01","2016-12-31"
"783905","28520000","8412","2015-01-01","2016-12-31"
"783906","28520100","8412","2015-01-01","2016-12-31"
"783907","28522000","8412","2015-01-01","2016-12-31"
"783908","28522050","8412","2015-01-01","2016-12-31"
"783909","31101010","2502","2015-01-01","2016-12-31"
"783910","31102000","2502","2015-01-01","2016-12-31"
"783911","31103010","2502","2015-01-01","2016-12-31"
